iter	AUC	Logloss
154	0.9850151192	0.02279341818
155	0.985032385	0.02277539761
156	0.9851233716	0.02274621921
157	0.9851542011	0.02273345977
158	0.9852174467	0.02269764648
159	0.9853268456	0.02266478502
160	0.9853799523	0.0226235867
161	0.9853854338	0.02261667141
162	0.98542172	0.02259755391
163	0.9854404989	0.02258813287
164	0.9855200834	0.02256189337
165	0.9855311875	0.0225504002
166	0.985546142	0.02253023605
167	0.9856971084	0.02248811731
168	0.9857005992	0.02247123171
169	0.9857716695	0.02244106117
170	0.9858353223	0.02239266399
171	0.9858586665	0.02237141196
172	0.9858643121	0.02236564147
173	0.9858914976	0.02234908835
174	0.985965347	0.02230185275
175	0.9860145074	0.02227072383
176	0.9860823564	0.02222687249
177	0.9861551824	0.02218388827
178	0.9862048572	0.02214581524
179	0.9862212692	0.02213561802
180	0.9862460339	0.02212013595
181	0.9862664223	0.02210363195
182	0.9862724428	0.02209011283
183	0.9863173037	0.02204773139
184	0.9863271489	0.02202668261
185	0.9863366788	0.02201986617
186	0.9863676776	0.02199787455
187	0.9863796554	0.02199030161
188	0.9863859741	0.02198289186
189	0.9863951841	0.02197098597
190	0.9864277141	0.02195239819
191	0.9864377631	0.02194047314
192	0.9865496496	0.02190804677
193	0.9865714701	0.02188259251
194	0.9865980745	0.02187311172
195	0.9866325855	0.02185323379
196	0.986677945	0.0218244784
197	0.9867022397	0.02181241856
198	0.9867999386	0.02178247901
199	0.9868070618	0.02177571169
200	0.9868200896	0.02176930315
201	0.9868337888	0.02175885569
202	0.9868441383	0.02175025066
203	0.9868447981	0.02173675221
204	0.9868908418	0.02171279051
205	0.9869610453	0.02166958693
206	0.9869730455	0.02166290021
207	0.9870138176	0.02164715902
208	0.9870252486	0.02163697511
209	0.9870321164	0.02162945145
210	0.9870427984	0.02161911014
211	0.9870832297	0.02159154791
212	0.9870992707	0.02158114963
213	0.9871343247	0.02156771494
214	0.9871371852	0.0215637111
215	0.9871552401	0.021540505
216	0.9871716761	0.02152967679
217	0.9871879616	0.02151135037
218	0.9871999473	0.02150380909
219	0.9872934258	0.02147485248
220	0.9873247737	0.02145223249
221	0.9873322529	0.0214415429
222	0.9873472016	0.02142987839
223	0.987381761	0.02141189446
224	0.9874357641	0.02138005254
225	0.9875116303	0.02135472889
226	0.9875456277	0.02134306872
227	0.9875806106	0.02131783621
228	0.9875987827	0.02130902856
229	0.9876752668	0.02127784128
230	0.9877241447	0.02124126558
231	0.9877417353	0.02122490763
232	0.9877498924	0.02121682055
233	0.987814702	0.02118794454
234	0.9878619307	0.02116891651
235	0.9878892493	0.02113741097
236	0.9879301795	0.02111600512
237	0.987971168	0.02109311838
238	0.9880119802	0.0210734341
239	0.9880275418	0.02106584562
240	0.98803798	0.0210563581
241	0.9881332513	0.02102166961
242	0.9881746323	0.02099684649
243	0.9881797095	0.02099053691
244	0.988193273	0.02098001877
245	0.9882115068	0.02096979402
246	0.9882177585	0.02096143945
247	0.9882441598	0.02094654391
248	0.9882715697	0.02093160523
249	0.9882967709	0.02091633464
250	0.9883358815	0.02087729184
251	0.9883568074	0.02086564566
252	0.988398503	0.02083252909
253	0.9884051226	0.02082324256
254	0.9884260547	0.02081041648
255	0.9884432961	0.02078989484
256	0.9884532791	0.02077925664
257	0.9884832671	0.02075057371
258	0.9885157008	0.02073236587
259	0.988539691	0.02070226783
